label,packet_size,duration,protocol,network
reel,1808,1.7828655747614643,RTSP,good
non-reel,774,6.058739884140211,UDP,poor
non-reel,880,2.0730462904963565,UDP,unstable
non-reel,-76,2.637108257183905,QUIC,unstable
reel,3034,21.6244001070664,HTTP,medium
reel,1826,19.879441700981467,RTSP,medium
reel,2824,23.0994423400854,UDP,medium
non-reel,847,2.3886201840525194,UDP,medium
non-reel,1020,3.2550470500605004,QUIC,unstable
reel,2081,11.850797469531928,UDP,medium
reel,3217,18.353619076879465,QUIC,good
non-reel,214,0.6439287280417441,HTTP,poor
reel,1771,8.228875361434117,UDP,poor
non-reel,573,4.501521649704156,RTSP,poor
non-reel,445,5.657352626067706,UDP,unstable
non-reel,36,5.5392302025393265,HTTP,medium
non-reel,97,4.751463113673332,TCP,good
reel,2873,1.7257198397321911,QUIC,poor
reel,2311,11.376701984742523,TCP,poor
non-reel,383,3.8156233817608998,QUIC,poor
non-reel,-157,3.835629753283058,HTTP,good
reel,2014,-1.6208669680033072,QUIC,medium
non-reel,902,4.314568977640376,HTTP,medium
non-reel,-7,8.547079493860757,HTTP,poor
reel,2270,7.10896918086369,RTSP,good
reel,2990,8.77996703370556,TCP,medium
reel,3636,14.415145537514258,HTTP,unstable
reel,1045,5.694965868337807,TCP,medium
non-reel,547,2.068089327507691,HTTP,poor
reel,3365,13.719539287341794,HTTP,medium
reel,2912,12.621456879788507,RTSP,good
reel,3654,22.964999076286688,RTSP,poor
reel,2089,11.743843119966364,TCP,medium
non-reel,-308,6.1210716977519,HTTP,poor
reel,1437,26.33177384891337,RTSP,good
reel,3197,22.983051162628534,HTTP,good
non-reel,889,5.895458702726044,HTTP,medium
reel,1309,16.96040252952384,TCP,medium
reel,1683,17.848699306101985,UDP,unstable
reel,1980,5.560807532687592,TCP,good
reel,3106,12.405563725186486,RTSP,medium
reel,2329,24.06051967508134,UDP,good
reel,2986,19.246790859219857,RTSP,medium
reel,3126,11.958528313353288,UDP,unstable
non-reel,355,6.870153202468196,RTSP,good
non-reel,27,4.46839080598366,RTSP,medium
non-reel,-200,5.821816919301473,RTSP,unstable
non-reel,493,3.897727765609385,RTSP,unstable
non-reel,88,1.543869214017033,UDP,poor
reel,3042,15.522285144098202,QUIC,unstable
non-reel,221,2.549555219052782,RTSP,unstable
non-reel,378,3.1690652909618606,TCP,poor
non-reel,256,4.907447862352217,UDP,medium
reel,3283,11.888566842107531,HTTP,medium
reel,3287,18.115793602240792,HTTP,good
non-reel,629,3.9465762657546906,UDP,unstable
non-reel,473,1.51266550363979,TCP,unstable
reel,1826,8.7875409690133,QUIC,good
reel,2395,16.015473503438166,RTSP,medium
reel,1559,20.55004961106212,HTTP,unstable
reel,2332,2.1183015587437204,QUIC,unstable
reel,3142,11.447482268091395,HTTP,poor
reel,1260,3.8398105820922837,TCP,poor
non-reel,-470,2.143401340623255,HTTP,unstable
reel,1168,9.771569704178228,TCP,medium
reel,1224,12.389422676308223,UDP,unstable
non-reel,549,3.8087904851903054,QUIC,good
reel,3160,18.940956990546514,HTTP,medium
non-reel,131,2.752972021909981,QUIC,poor
non-reel,222,8.177092701035775,TCP,poor
non-reel,559,4.723981445985759,UDP,medium
reel,3004,17.014619174056136,UDP,poor
non-reel,681,3.650830588513601,UDP,medium
non-reel,896,5.589489867858978,TCP,good
non-reel,538,5.448687214345039,QUIC,poor
reel,2681,8.923721303261129,UDP,good
non-reel,1010,5.561893883089113,TCP,poor
non-reel,804,5.198851656711269,RTSP,poor
reel,1056,24.961792021087867,UDP,medium
reel,1588,29.68906922202027,UDP,unstable
non-reel,-310,8.323840592967416,UDP,poor
reel,2743,16.669786739039008,UDP,poor
reel,2475,7.097569815982971,QUIC,poor
non-reel,250,2.1903461364504393,UDP,medium
non-reel,478,0.9537147214875548,TCP,unstable
non-reel,137,0.6200112462747578,QUIC,poor
reel,2015,16.29542252024242,HTTP,good
non-reel,535,4.0483351414014495,QUIC,good
reel,2746,14.954425584833723,UDP,good
non-reel,561,1.8678614315221909,QUIC,good
non-reel,137,2.6622557622261276,TCP,unstable
non-reel,724,4.5177710437988265,HTTP,unstable
non-reel,334,3.4796974778805803,TCP,unstable
reel,3388,14.42871160397733,QUIC,poor
non-reel,291,6.316067703594236,TCP,medium
reel,1860,15.973170894976139,QUIC,unstable
reel,3092,13.027573538754407,QUIC,good
non-reel,284,4.4800246341306895,HTTP,medium
non-reel,505,5.031284667260319,UDP,poor
reel,1787,7.569468899643806,HTTP,good
non-reel,216,2.51041755776253,RTSP,good
reel,948,27.969538185189887,RTSP,good
reel,4308,18.504162891108535,RTSP,good
non-reel,74,4.056830361645436,RTSP,unstable
non-reel,795,11.174283498879086,HTTP,unstable
non-reel,-67,6.4400745905549535,QUIC,unstable
non-reel,752,5.967017572582766,HTTP,good
non-reel,447,3.9614443952540546,TCP,good
non-reel,419,5.733538585837444,QUIC,medium
reel,2258,24.595928667802273,HTTP,medium
non-reel,416,3.7311776938429193,QUIC,poor
non-reel,622,3.2043104439054986,RTSP,medium
reel,2489,14.043627563729023,TCP,unstable
reel,379,14.679907925902103,TCP,good
reel,2935,22.349366816588464,HTTP,good
reel,1902,4.435903136443729,HTTP,good
non-reel,316,3.440181193930992,HTTP,medium
reel,1151,19.540243854453326,TCP,medium
non-reel,492,5.529558952130277,UDP,poor
reel,2514,19.067122658395295,QUIC,good
reel,1744,16.199432645063382,UDP,medium
non-reel,668,3.4412881248551823,QUIC,unstable
reel,1475,23.53559182763504,QUIC,good
reel,1627,11.636991252430494,HTTP,poor
reel,3009,11.966125348414282,RTSP,medium
reel,2183,13.54827091583676,TCP,poor
non-reel,420,2.107327823939406,RTSP,medium
non-reel,141,6.12899799800454,UDP,good
non-reel,713,3.707860657401012,TCP,medium
non-reel,158,5.308396073914882,TCP,unstable
non-reel,322,6.266051383376197,TCP,poor
reel,2311,21.479600936143928,QUIC,poor
non-reel,-267,3.36563923967381,TCP,medium
non-reel,210,5.14603302978648,HTTP,medium
non-reel,518,4.39670786770888,QUIC,poor
non-reel,498,4.007245410725269,RTSP,poor
non-reel,178,7.54299669616193,QUIC,poor
non-reel,284,8.21867865739126,QUIC,good
non-reel,522,5.2882760996091775,TCP,good
reel,2037,4.571610113119313,HTTP,unstable
reel,1616,6.836439731622801,UDP,medium
non-reel,419,3.4039172256856403,UDP,good
reel,2989,20.251302769626445,HTTP,unstable
non-reel,506,1.794662605710712,HTTP,medium
non-reel,-317,2.6743013638122224,RTSP,poor
non-reel,609,4.760092996658033,QUIC,unstable
reel,1937,1.010409761255703,UDP,good
non-reel,-105,5.511626794803963,UDP,medium
non-reel,665,5.091298023911738,RTSP,good
reel,3850,8.126905275943354,TCP,good
reel,713,12.362455963648891,UDP,good
non-reel,674,5.711503148552323,QUIC,medium
reel,2989,2.7768494340706233,HTTP,good
non-reel,418,3.41512437696411,TCP,medium
non-reel,949,2.527495113412757,UDP,unstable
reel,2538,29.131937672640017,RTSP,unstable
non-reel,773,-0.33427368685134784,UDP,poor
non-reel,1201,0.8953628828149012,HTTP,good
non-reel,902,6.110829305722881,RTSP,poor
non-reel,728,4.938153779641906,TCP,medium
reel,3341,18.87201222248603,UDP,unstable
non-reel,219,5.398684650666779,QUIC,good
reel,2017,10.291441549242712,QUIC,good
reel,1062,9.120408210505342,QUIC,good
reel,2089,5.640630090918043,QUIC,medium
reel,2528,24.387946054368694,HTTP,unstable
non-reel,270,1.505964263168205,QUIC,medium
reel,3608,11.393170393945764,TCP,good
reel,2168,22.344349936852936,TCP,poor
non-reel,251,2.1687251281792,UDP,medium
reel,3328,6.574619593827974,UDP,unstable
non-reel,972,4.931448161721454,TCP,medium
reel,2428,19.45891701533438,TCP,unstable
reel,2522,16.687013849760106,HTTP,medium
reel,2458,15.452009358992115,TCP,medium
non-reel,-12,6.527699623330866,TCP,poor
non-reel,475,3.0799331901207845,RTSP,poor
non-reel,365,3.441042701829626,TCP,unstable
non-reel,363,5.913992066352539,UDP,good
non-reel,247,5.015347908614576,TCP,unstable
non-reel,795,5.320671246829023,HTTP,poor
reel,2256,15.157636987718528,UDP,unstable
reel,2470,14.149622504500877,TCP,poor
reel,1789,13.769056503228512,RTSP,medium
reel,3300,19.428134138200978,RTSP,medium
non-reel,500,5.5690821761337945,UDP,medium
non-reel,490,6.716231214255062,HTTP,medium
reel,2813,36.99288724216182,TCP,medium
non-reel,816,2.777051129884071,TCP,good
reel,3115,26.639821569178636,RTSP,poor
non-reel,524,2.5799712045022156,RTSP,poor
non-reel,562,5.72915259413336,QUIC,good
non-reel,162,3.1623228567105492,UDP,good
non-reel,512,4.953798504254645,QUIC,poor
non-reel,523,7.463390149896811,TCP,good
non-reel,553,4.147010862408949,RTSP,unstable
non-reel,284,4.041104314773794,RTSP,good
reel,1436,3.0528836939517525,QUIC,good
non-reel,636,4.2384472829066215,RTSP,poor
reel,2906,9.813846879686857,QUIC,good
non-reel,825,3.8859485501018356,RTSP,good
non-reel,1124,1.7069167032455956,TCP,unstable
non-reel,403,3.6631475027200904,TCP,poor
non-reel,507,7.7800389397213925,UDP,good
non-reel,363,0.6222773845077345,TCP,medium
non-reel,188,-1.338036467248478,HTTP,good
reel,2883,10.828844646232081,HTTP,poor
non-reel,410,5.308195906130967,HTTP,poor
reel,762,11.600467140225827,RTSP,unstable
non-reel,267,3.4864147800883916,TCP,poor
reel,1908,11.056504225984892,RTSP,unstable
non-reel,538,3.4605733693313523,UDP,medium
reel,2762,-2.8731168142393813,HTTP,unstable
reel,3618,28.09382972943698,TCP,poor
non-reel,914,3.203306496118409,UDP,good
reel,2699,19.8048897805914,HTTP,good
reel,2911,8.031079664774708,HTTP,poor
non-reel,1201,3.132852668256202,QUIC,medium
reel,1638,19.005444493259738,UDP,good
non-reel,285,4.870162289386102,QUIC,medium
reel,2510,12.58916850265243,HTTP,unstable
reel,1934,3.443876250292494,UDP,medium
non-reel,836,4.759335531362357,UDP,good
reel,3151,21.273248249259808,QUIC,good
non-reel,949,3.412957163344735,UDP,poor
reel,2145,19.294099906910084,RTSP,medium
non-reel,130,-0.10823733408005243,UDP,unstable
non-reel,299,1.535617575500384,RTSP,unstable
reel,3462,11.271332611897678,RTSP,good
non-reel,281,5.260588449566706,TCP,medium
reel,1042,15.551037582054104,RTSP,unstable
non-reel,946,5.1619681528507835,QUIC,medium
non-reel,276,4.275083100156195,TCP,medium
reel,3758,11.722547999028114,TCP,unstable
non-reel,468,5.594389162918049,UDP,unstable
reel,2319,23.0605343786524,QUIC,unstable
reel,1633,15.170205704037478,HTTP,unstable
reel,3980,15.520472914943806,TCP,poor
non-reel,339,0.9154800444435449,RTSP,unstable
non-reel,368,9.93308954442222,HTTP,medium
reel,2265,28.41742607804273,TCP,unstable
non-reel,611,5.9568653032012335,QUIC,good
reel,1140,12.332710790118432,HTTP,good
non-reel,506,5.650453808313584,UDP,poor
non-reel,359,4.611192188431301,RTSP,unstable
reel,2165,8.358384536139175,RTSP,poor
non-reel,528,3.1817693424866684,UDP,good
non-reel,130,3.02898302110847,TCP,unstable
reel,3019,13.03478802208419,HTTP,poor
non-reel,650,2.6414657407699638,RTSP,poor
non-reel,715,1.907293604578851,RTSP,unstable
non-reel,-28,3.210355429112441,HTTP,poor
non-reel,389,1.6180317119084031,RTSP,unstable
reel,2840,11.881776002142523,QUIC,good
non-reel,406,2.9591098105519356,QUIC,unstable
non-reel,167,2.1237102829956065,HTTP,unstable
non-reel,0,4.746698824280116,QUIC,good
non-reel,273,3.965998329427077,TCP,unstable
non-reel,78,3.4956404667758703,RTSP,unstable
non-reel,517,6.365340695012408,HTTP,good
non-reel,492,6.6488000577834345,TCP,medium
non-reel,222,5.711193795857911,UDP,unstable
reel,1408,7.341840140022388,RTSP,medium
reel,3149,4.879209458672047,HTTP,good
reel,2864,17.286199627661126,UDP,medium
reel,3366,17.16699560250205,RTSP,medium
non-reel,759,2.965467656341175,UDP,poor
non-reel,456,1.5775283307217087,RTSP,medium
non-reel,475,4.431357935098556,HTTP,medium
reel,2680,14.586605730079214,UDP,medium
non-reel,544,4.411059243212091,TCP,poor
reel,750,10.852719830034102,UDP,good
non-reel,590,6.54302856430579,QUIC,unstable
non-reel,530,3.041380676249523,HTTP,poor
non-reel,-139,0.6676967911782348,HTTP,medium
non-reel,263,7.686398260713504,UDP,poor
non-reel,802,6.769228664553187,HTTP,medium
reel,1973,11.36791148740961,HTTP,good
non-reel,624,4.116082260634326,TCP,unstable
non-reel,-176,-1.6631301012747919,TCP,good
non-reel,699,6.880984848616487,QUIC,poor
reel,2197,8.452913648014587,TCP,unstable
non-reel,520,3.5420686978862994,TCP,unstable
non-reel,638,0.36673703971427996,RTSP,unstable
non-reel,672,6.081246916822163,HTTP,unstable
reel,2690,0.253648636438335,UDP,medium
reel,1758,5.5548618356536785,QUIC,medium
reel,1588,30.090218993285855,TCP,good
non-reel,294,2.595181085508653,QUIC,poor
non-reel,98,3.7755414751446663,TCP,medium
non-reel,777,1.1740643369165884,QUIC,unstable
reel,2078,19.84880398068546,HTTP,poor
non-reel,399,4.146000891417696,QUIC,medium
non-reel,216,3.299549911316612,UDP,good
non-reel,175,3.3460340741554853,UDP,poor
non-reel,672,4.234336999389083,RTSP,unstable
reel,3819,20.084200991201552,RTSP,good
reel,2911,19.929585197257477,QUIC,poor
reel,2419,19.42070320610495,HTTP,unstable
reel,4004,11.976075721957786,QUIC,poor
non-reel,433,5.6039485642308104,HTTP,medium
reel,3480,16.177757954437073,TCP,unstable
non-reel,908,4.693429660222865,TCP,unstable
reel,2834,16.41053315054534,RTSP,medium
reel,1997,13.896897055634359,HTTP,unstable
non-reel,277,5.805258689506478,HTTP,medium
non-reel,219,3.208139840190416,QUIC,unstable
reel,3221,13.595896050482883,RTSP,medium
reel,2626,15.76211725279005,TCP,poor
non-reel,296,5.225825437693753,RTSP,medium
non-reel,665,6.575336832909596,QUIC,good
reel,3350,24.301602169908364,HTTP,medium
reel,1952,31.239137315226756,HTTP,unstable
non-reel,233,2.719908150812333,HTTP,poor
reel,2964,6.058566720628485,TCP,good
non-reel,964,4.249668572566604,QUIC,good
non-reel,-41,3.6647016058912816,TCP,poor
non-reel,896,4.167466672475133,RTSP,unstable
non-reel,233,0.46255314888798216,HTTP,good
reel,4972,16.965897175326297,TCP,good
non-reel,254,5.831251485205937,QUIC,medium
reel,1593,6.857686820403906,HTTP,unstable
non-reel,158,1.8149611973078734,TCP,medium
non-reel,1147,1.10296459458764,RTSP,good
non-reel,227,1.907544103574919,HTTP,medium
reel,1862,22.46175840866788,RTSP,unstable
reel,2373,8.916063201437542,QUIC,unstable
non-reel,22,1.008405723365863,HTTP,unstable
non-reel,-314,3.1525260466671257,RTSP,unstable
reel,2605,-8.228069559933772,RTSP,medium
non-reel,136,6.173127427849742,QUIC,unstable
non-reel,651,8.070548335675912,UDP,poor
reel,3062,10.78947418186048,QUIC,medium
non-reel,472,3.375160179202422,UDP,unstable
non-reel,-76,0.9082477089164849,QUIC,unstable
non-reel,245,4.300844164666325,UDP,good
reel,985,0.10267486051021635,HTTP,poor
reel,2001,13.530952591926514,RTSP,medium
reel,1667,9.027940020493638,HTTP,unstable
non-reel,-508,0.7981225367493647,RTSP,medium
non-reel,310,2.206258718872922,TCP,unstable
reel,2183,9.640888299660176,QUIC,poor
non-reel,217,4.964330971664043,TCP,unstable
non-reel,159,8.173240558269764,RTSP,medium
non-reel,484,7.450167322034519,QUIC,unstable
non-reel,455,4.332290487216233,TCP,unstable
reel,2813,19.673755381974686,HTTP,poor
reel,1719,18.74993119138549,RTSP,poor
reel,1690,24.14316600653691,RTSP,good
non-reel,-7,7.409626423355579,RTSP,medium
non-reel,525,6.3505746590882355,QUIC,unstable
non-reel,251,2.92765191495583,QUIC,poor
reel,2579,17.712716534971552,QUIC,good
reel,2388,28.59923219446383,HTTP,unstable
non-reel,418,0.7632388689635721,QUIC,poor
non-reel,611,4.813294589439319,TCP,poor
reel,2253,3.052769313501557,UDP,poor
reel,3124,11.95430961573203,UDP,medium
reel,2861,3.569834996184463,TCP,medium
reel,2305,12.065081615923438,UDP,poor
reel,3195,5.233806190099884,UDP,unstable
reel,2659,-2.8890311602746372,TCP,poor
reel,2784,14.30338727556012,RTSP,medium
non-reel,452,1.8028879257260915,QUIC,medium
reel,3387,29.535652512181358,UDP,medium
non-reel,486,3.9733807286888334,UDP,good
non-reel,206,4.11701615930841,TCP,poor
non-reel,604,6.161671937375847,RTSP,good
reel,1924,17.39159255851355,UDP,good
non-reel,523,4.19331500442496,HTTP,medium
reel,2952,8.78798259421099,QUIC,poor
reel,2262,23.304257422693702,QUIC,unstable
reel,4026,11.175193740934356,RTSP,medium
reel,2280,7.875388487039382,UDP,medium
non-reel,819,2.878063077467788,UDP,unstable
non-reel,751,2.5746437687719017,UDP,unstable
reel,2716,17.17116158429748,TCP,unstable
non-reel,584,5.029624755880319,UDP,unstable
reel,2384,24.362286119040462,TCP,medium
non-reel,768,7.686322702487239,TCP,unstable
non-reel,330,4.666123021388237,RTSP,unstable
reel,2185,14.418566164588718,UDP,unstable
non-reel,346,4.734666668822855,RTSP,poor
reel,3956,15.057612654746999,HTTP,unstable
reel,464,33.028285022249776,HTTP,medium
reel,2445,12.704497332670305,TCP,poor
non-reel,415,2.833885847693246,HTTP,medium
reel,1965,18.493375916995394,HTTP,medium
non-reel,362,4.431593807425469,UDP,good
non-reel,860,0.7783573070099639,HTTP,poor
non-reel,221,7.862876566284492,QUIC,unstable
non-reel,356,3.5372023798447594,TCP,good
reel,1949,21.018839960623687,QUIC,poor
non-reel,385,3.45868820790291,RTSP,poor
reel,1659,21.89084575985553,HTTP,poor
reel,2314,9.35897757711454,QUIC,unstable
non-reel,338,3.1146604633064654,RTSP,unstable
non-reel,780,4.279224512096771,TCP,good
reel,2534,-3.313849884411468,QUIC,good
non-reel,403,2.9956147098734336,QUIC,unstable
reel,883,11.097049372143674,UDP,poor
non-reel,307,5.161998432319422,RTSP,poor
reel,985,17.011535704084213,TCP,good
non-reel,826,3.5116193552189325,UDP,unstable
non-reel,175,4.906611820739884,HTTP,unstable
non-reel,-153,8.003284503478394,TCP,good
reel,1999,17.136214057697657,RTSP,good
reel,2548,22.476621328184507,HTTP,medium
non-reel,591,4.5327231456392525,TCP,good
non-reel,426,4.181108559653266,QUIC,poor
non-reel,500,2.791637055982225,UDP,good
non-reel,148,1.607696575930071,TCP,medium
non-reel,14,1.161205539751013,RTSP,good
reel,2359,31.528972440819835,HTTP,poor
non-reel,-16,5.0769076645244615,QUIC,unstable
non-reel,520,6.849522899669639,QUIC,good
reel,2355,-1.2326436302207018,QUIC,good
non-reel,169,4.431788787545971,TCP,good
reel,1722,13.847009847431533,UDP,good
reel,1913,23.272333595627828,RTSP,unstable
reel,3557,-2.0533699894623467,UDP,unstable
reel,2904,11.992435859361791,UDP,poor
reel,3037,25.448511686955655,QUIC,poor
reel,2332,4.516237134543935,RTSP,medium
non-reel,388,3.9863084005422693,UDP,medium
reel,2762,17.272632656595512,RTSP,unstable
non-reel,-273,3.196141333190993,UDP,unstable
non-reel,123,4.178834581361611,TCP,unstable
non-reel,216,8.679758045801854,QUIC,good
non-reel,34,5.430710834621812,QUIC,medium
reel,1863,26.265161364902916,HTTP,unstable
reel,3000,15.088523236281494,TCP,medium
non-reel,620,4.204316869631889,QUIC,unstable
reel,2765,11.030554906696024,QUIC,medium
non-reel,547,2.198982062726043,UDP,poor
reel,2153,21.40057919338668,UDP,poor
non-reel,440,2.1725306097326413,RTSP,unstable
non-reel,-230,6.6099952961104345,TCP,good
non-reel,416,6.119472494637865,UDP,good
non-reel,488,2.373204513603844,TCP,poor
reel,2338,14.152392088107108,HTTP,medium
non-reel,665,3.334793617394972,TCP,medium
reel,3468,15.447062101785855,QUIC,poor
non-reel,513,4.146943348765326,RTSP,unstable
non-reel,149,1.3104758699423242,HTTP,medium
non-reel,159,5.672120837411155,HTTP,poor
reel,2917,16.659334833421052,HTTP,poor
reel,1679,19.755200213429916,RTSP,unstable
non-reel,541,0.9625738512764381,QUIC,unstable
non-reel,707,8.042904600196643,QUIC,good
non-reel,490,6.398044275091645,TCP,unstable
non-reel,394,3.2647958220720383,HTTP,unstable
reel,1631,8.19351236391423,TCP,poor
non-reel,535,1.5400885028370008,TCP,medium
non-reel,468,6.234852329625262,HTTP,poor
non-reel,-123,3.8251280583281573,TCP,medium
reel,2481,12.898205140065679,TCP,medium
non-reel,880,4.71403141835153,QUIC,poor
non-reel,296,2.9258940029026674,TCP,good
reel,1923,21.79552000962198,HTTP,good
reel,3093,17.295289932086632,HTTP,poor
non-reel,786,2.814984072931992,TCP,poor
reel,1060,9.63947361503298,QUIC,poor
reel,3570,7.997692526040619,QUIC,good
reel,2416,8.125421833963454,QUIC,good
non-reel,497,3.089262414226927,QUIC,medium
non-reel,412,2.1451116891921913,RTSP,poor
non-reel,86,4.181688379516669,UDP,good
reel,2843,17.395031960386298,HTTP,poor
reel,1048,14.165170618584742,HTTP,poor
reel,2096,9.719749730891087,RTSP,unstable
non-reel,592,5.038767421149345,HTTP,unstable
non-reel,1139,2.691566695132762,RTSP,poor
reel,3472,0.22740278489763455,RTSP,medium
non-reel,482,5.483040336194991,QUIC,poor
reel,2996,15.233541045866962,TCP,unstable
non-reel,815,6.1875046232980555,TCP,medium
non-reel,220,6.624180168079618,HTTP,medium
reel,3308,7.086616597737936,HTTP,unstable
non-reel,751,7.854419865861614,TCP,unstable
non-reel,331,2.3224505799775104,TCP,medium
non-reel,1082,4.579577583440021,HTTP,medium
non-reel,640,5.075391960251074,UDP,unstable
reel,1636,7.7059763265013785,TCP,good
non-reel,293,2.4048251506033793,HTTP,poor
non-reel,348,-0.05604924595266958,HTTP,good
reel,1905,27.760677563866636,TCP,medium
reel,2014,24.31184850417688,TCP,unstable
non-reel,543,2.2550076758787188,QUIC,unstable
reel,2871,12.784019133734574,UDP,good
non-reel,91,0.8025512060695568,HTTP,poor
non-reel,408,6.415990376295337,RTSP,unstable
reel,2080,24.39635986071339,TCP,poor
reel,2385,0.6906097830493412,QUIC,medium
reel,1948,25.68399135098013,RTSP,poor
reel,3268,26.100384383944768,RTSP,unstable
non-reel,261,4.282747012000514,UDP,unstable
reel,885,18.5780963773448,HTTP,medium
non-reel,312,5.341789953762582,TCP,poor
reel,2890,12.537521483421258,HTTP,poor
reel,3552,3.044211840770199,HTTP,poor
reel,2762,2.9820309843866166,QUIC,poor
non-reel,183,3.450600109355705,TCP,unstable
reel,1641,4.198368495656217,HTTP,unstable
reel,2100,-0.7652450838312568,HTTP,medium
non-reel,360,2.8988904120881673,QUIC,unstable
non-reel,371,6.867584955585705,HTTP,good
reel,2097,12.94165933692537,QUIC,unstable
reel,3637,13.197220058883074,HTTP,good
reel,3325,4.822345427144894,RTSP,medium
reel,3273,17.285261210448578,HTTP,good
non-reel,362,5.8882058373756205,QUIC,medium
non-reel,300,1.5987210596403303,TCP,good
non-reel,671,1.8470074209980565,TCP,poor
reel,2217,6.880653229599093,QUIC,medium
non-reel,390,3.7871787796030287,TCP,medium
reel,3275,22.047368065441106,QUIC,good
non-reel,797,5.025027345193291,UDP,medium
non-reel,220,2.499026532475864,UDP,medium
non-reel,909,3.811149320720531,UDP,unstable
non-reel,52,6.606685386618395,RTSP,unstable
non-reel,413,5.176183777155643,RTSP,good
non-reel,-5,5.667773660068846,UDP,unstable
non-reel,259,3.7471174806293197,HTTP,poor
non-reel,1,5.94856482241874,UDP,good
non-reel,332,3.3235595615102156,QUIC,unstable
reel,3264,13.097395185726114,QUIC,unstable
non-reel,11,3.0699667776516795,HTTP,unstable
reel,1888,13.663064793834524,TCP,medium
non-reel,535,4.680660908630902,HTTP,good
non-reel,496,1.7130921411022704,RTSP,poor
non-reel,691,7.12298915917477,TCP,medium
reel,3338,20.540235730093706,HTTP,medium
reel,3621,16.244306854845746,TCP,medium
non-reel,313,0.7279950738780352,HTTP,unstable
reel,2547,-1.6051746163693377,QUIC,poor
non-reel,127,5.116635481890517,UDP,good
reel,3140,16.826189940568682,RTSP,unstable
reel,1680,17.553534074582863,QUIC,medium
reel,1759,11.78094420339524,QUIC,unstable
non-reel,996,3.286361938242875,QUIC,good
reel,3489,11.451088628506533,HTTP,poor
reel,3505,15.185734407986853,HTTP,poor
non-reel,930,7.001145174600895,QUIC,medium
non-reel,410,2.7639342706113323,RTSP,unstable
non-reel,710,5.333493672816781,HTTP,poor
reel,1616,18.364962299578007,RTSP,poor
reel,4455,11.42759635390296,RTSP,poor
reel,2518,32.66908518678933,HTTP,medium
non-reel,187,2.3957260459088308,RTSP,medium
non-reel,-116,1.5284704865767975,HTTP,unstable
reel,2552,8.426926295359056,UDP,medium
reel,1915,3.22497080742229,UDP,good
non-reel,-37,5.014061873153207,UDP,medium
reel,2104,8.907583010187974,UDP,good
non-reel,315,4.9233594015575415,QUIC,unstable
reel,1865,24.220298389219195,QUIC,good
reel,3175,4.698519143815256,RTSP,poor
non-reel,341,6.349737240015735,RTSP,good
non-reel,398,5.291092747752629,HTTP,poor
reel,3469,17.782331248934355,QUIC,unstable
non-reel,894,5.753597416112125,UDP,good
non-reel,464,3.535600062739097,UDP,medium
non-reel,283,5.127164739290107,UDP,unstable
non-reel,310,2.2868354155759425,HTTP,medium
non-reel,644,4.092541824581936,UDP,poor
non-reel,-175,3.2976285230759474,RTSP,unstable
non-reel,533,1.8551993704548964,RTSP,good
reel,2366,15.749215436648063,QUIC,good
reel,2664,7.389478457398652,UDP,unstable
reel,3653,26.06893184588352,HTTP,unstable
non-reel,905,0.22966672810974753,HTTP,unstable
reel,2670,12.240299409080029,TCP,unstable
reel,1906,14.87538775549032,TCP,medium
non-reel,364,4.08304165780468,TCP,unstable
reel,2955,20.57689037529098,TCP,medium
non-reel,277,3.3131574612931884,RTSP,unstable
non-reel,392,4.340689497882801,QUIC,good
non-reel,479,0.5623502295173051,QUIC,poor
reel,3325,10.774426224848472,UDP,good
non-reel,33,3.0738843451057303,QUIC,medium
non-reel,-52,7.629819184675928,HTTP,poor
non-reel,640,4.03461563126364,QUIC,medium
non-reel,497,4.907569473520116,TCP,unstable
non-reel,360,1.6080520034083667,QUIC,poor
reel,3833,16.185053307598356,RTSP,unstable
non-reel,1,3.0564574898840635,QUIC,unstable
reel,2558,11.181862293105098,TCP,unstable
non-reel,370,0.9335628854986,UDP,unstable
reel,2748,19.57374205339625,RTSP,medium
non-reel,289,2.385249143972012,RTSP,poor
non-reel,161,6.078160060559026,QUIC,medium
non-reel,-289,4.738258989444401,HTTP,poor
non-reel,487,3.2542364465059936,UDP,poor
reel,1006,19.438825392593387,QUIC,poor
reel,3916,17.60343822593599,HTTP,good
reel,2047,16.203026595661367,HTTP,unstable
non-reel,562,3.262372634716326,UDP,medium
reel,2225,27.084233242270173,HTTP,good
non-reel,219,5.3735691384847835,QUIC,poor
non-reel,382,3.488998370884464,TCP,good
non-reel,-284,6.046198406693428,QUIC,good
reel,2619,13.084920815356561,UDP,good
non-reel,-86,4.249783353038638,TCP,unstable
non-reel,38,4.827448621250399,RTSP,poor
reel,3273,16.085136051286778,TCP,good
non-reel,872,6.29923748994567,UDP,good
reel,2847,16.76773369678389,UDP,poor
non-reel,-33,6.753973201245604,HTTP,medium
reel,2240,15.43938209261706,HTTP,poor
non-reel,1168,1.7386891393599098,HTTP,medium
non-reel,676,2.8981504724844056,QUIC,good
non-reel,423,3.564354218449091,HTTP,unstable
non-reel,366,2.5681889360300483,HTTP,good
non-reel,203,6.778988301386741,TCP,poor
reel,1380,1.3801401422505695,TCP,poor
reel,3227,20.092993812156948,TCP,poor
non-reel,542,3.339419383862105,HTTP,unstable
non-reel,1180,4.272734968382405,HTTP,poor
reel,2223,16.80148182182147,TCP,medium
non-reel,91,5.315824196940952,TCP,good
