label,packet_size,duration,protocol,network,protocol_code,network_code,label_code
non-reel,54,1755622466.778962,TCP,good,0.0,0,0
non-reel,1414,1755622466.779022,TCP,good,0.0,0,0
non-reel,1414,1755622466.779022,TCP,good,0.0,0,0
non-reel,1414,1755622466.779022,TCP,good,0.0,0,0
non-reel,54,1755622466.788285,TCP,good,0.0,0,0
non-reel,1414,1755622466.788372,TCP,good,0.0,0,0
non-reel,1414,1755622466.788372,TCP,good,0.0,0,0
non-reel,54,1755622466.795294,TCP,good,0.0,0,0
non-reel,1414,1755622466.795377,TCP,good,0.0,0,0
non-reel,1414,1755622466.795377,TCP,good,0.0,0,0
non-reel,54,1755622466.798196,TCP,good,0.0,0,0
non-reel,1414,1755622466.79822,TCP,good,0.0,0,0
non-reel,1414,1755622466.79822,TCP,good,0.0,0,0
non-reel,54,1755622466.8023,TCP,good,0.0,0,0
non-reel,1414,1755622466.802381,TCP,good,0.0,0,0
non-reel,1414,1755622466.802381,TCP,good,0.0,0,0
non-reel,54,1755622466.806462,TCP,good,0.0,0,0
non-reel,54,1755622466.806462,TCP,good,0.0,0,0
non-reel,1414,1755622466.80656,TCP,good,0.0,0,0
non-reel,1414,1755622466.80656,TCP,good,0.0,0,0
non-reel,1414,1755622466.80656,TCP,good,0.0,0,0
non-reel,1414,1755622466.80656,TCP,good,0.0,0,0
non-reel,54,1755622466.81207,TCP,good,0.0,0,0
non-reel,1414,1755622466.81211,TCP,good,0.0,0,0
non-reel,1414,1755622466.81211,TCP,good,0.0,0,0
non-reel,99,1755622466.857827,TCP,good,0.0,0,0
non-reel,86,1755622466.857924,TCP,good,0.0,0,0
non-reel,54,1755622466.859554,TCP,good,0.0,0,0
non-reel,54,1755622466.859554,TCP,good,0.0,0,0
non-reel,54,1755622466.859554,TCP,good,0.0,0,0
non-reel,1414,1755622466.859618,TCP,good,0.0,0,0
non-reel,1414,1755622466.859618,TCP,good,0.0,0,0
non-reel,1414,1755622466.859618,TCP,good,0.0,0,0
non-reel,1414,1755622466.859618,TCP,good,0.0,0,0
non-reel,1414,1755622466.859618,TCP,good,0.0,0,0
non-reel,1414,1755622466.859618,TCP,good,0.0,0,0
non-reel,54,1755622466.859687,TCP,good,0.0,0,0
non-reel,54,1755622466.859687,TCP,good,0.0,0,0
non-reel,1414,1755622466.859709,TCP,good,0.0,0,0
non-reel,1414,1755622466.859709,TCP,good,0.0,0,0
non-reel,1414,1755622466.859709,TCP,good,0.0,0,0
non-reel,1414,1755622466.859709,TCP,good,0.0,0,0
non-reel,54,1755622466.861829,TCP,good,0.0,0,0
non-reel,54,1755622466.861829,TCP,good,0.0,0,0
non-reel,54,1755622466.861829,TCP,good,0.0,0,0
non-reel,1414,1755622466.861922,TCP,good,0.0,0,0
non-reel,1414,1755622466.861922,TCP,good,0.0,0,0
non-reel,1414,1755622466.861922,TCP,good,0.0,0,0
non-reel,1414,1755622466.861922,TCP,good,0.0,0,0
non-reel,1414,1755622466.861922,TCP,good,0.0,0,0
non-reel,1414,1755622466.861922,TCP,good,0.0,0,0
non-reel,1414,1755622466.861922,TCP,good,0.0,0,0
non-reel,103,1755622466.86406,TCP,good,0.0,0,0
non-reel,54,1755622466.865873,TCP,good,0.0,0,0
non-reel,1414,1755622466.865922,TCP,good,0.0,0,0
non-reel,1414,1755622466.865922,TCP,good,0.0,0,0
non-reel,74,1755622466.866776,TCP,good,0.0,0,0
non-reel,54,1755622466.868134,TCP,good,0.0,0,0
non-reel,1414,1755622466.868154,TCP,good,0.0,0,0
non-reel,1414,1755622466.868154,TCP,good,0.0,0,0
non-reel,54,1755622466.872129,TCP,good,0.0,0,0
non-reel,1414,1755622466.872161,TCP,good,0.0,0,0
non-reel,1414,1755622466.872161,TCP,good,0.0,0,0
non-reel,54,1755622466.876217,TCP,good,0.0,0,0
non-reel,1414,1755622466.876247,TCP,good,0.0,0,0
non-reel,1414,1755622466.876247,TCP,good,0.0,0,0
non-reel,54,1755622466.888037,TCP,good,0.0,0,0
non-reel,54,1755622466.888037,TCP,good,0.0,0,0
non-reel,1414,1755622466.888277,TCP,good,0.0,0,0
non-reel,1414,1755622466.888277,TCP,good,0.0,0,0
non-reel,1414,1755622466.888277,TCP,good,0.0,0,0
non-reel,1414,1755622466.888277,TCP,good,0.0,0,0
non-reel,54,1755622466.896096,TCP,good,0.0,0,0
non-reel,1414,1755622466.896135,TCP,good,0.0,0,0
non-reel,1414,1755622466.896135,TCP,good,0.0,0,0
non-reel,54,1755622466.919363,TCP,good,0.0,0,0
non-reel,54,1755622466.919363,TCP,good,0.0,0,0
non-reel,54,1755622466.919363,TCP,good,0.0,0,0
non-reel,1414,1755622466.919412,TCP,good,0.0,0,0
non-reel,1414,1755622466.919412,TCP,good,0.0,0,0
non-reel,1414,1755622466.919412,TCP,good,0.0,0,0
non-reel,1414,1755622466.919412,TCP,good,0.0,0,0
non-reel,1414,1755622466.919412,TCP,good,0.0,0,0
non-reel,1414,1755622466.919412,TCP,good,0.0,0,0
non-reel,54,1755622466.923285,TCP,good,0.0,0,0
non-reel,1414,1755622466.923308,TCP,good,0.0,0,0
non-reel,1414,1755622466.923308,TCP,good,0.0,0,0
non-reel,54,1755622466.926375,TCP,good,0.0,0,0
non-reel,1414,1755622466.926418,TCP,good,0.0,0,0
non-reel,1414,1755622466.926418,TCP,good,0.0,0,0
non-reel,54,1755622466.933063,TCP,good,0.0,0,0
non-reel,1414,1755622466.93312,TCP,good,0.0,0,0
non-reel,1414,1755622466.93312,TCP,good,0.0,0,0
non-reel,54,1755622466.935759,TCP,good,0.0,0,0
non-reel,1414,1755622466.935795,TCP,good,0.0,0,0
non-reel,1414,1755622466.935795,TCP,good,0.0,0,0
non-reel,1414,1755622466.935795,TCP,good,0.0,0,0
non-reel,54,1755622466.966663,TCP,good,0.0,0,0
non-reel,1414,1755622466.966714,TCP,good,0.0,0,0
non-reel,1414,1755622466.966714,TCP,good,0.0,0,0
non-reel,1280,1755622466.968453,UDP,good,1.0,0,0
non-reel,97,1755622466.968665,UDP,good,1.0,0,0
non-reel,54,1755622466.974354,TCP,good,0.0,0,0
non-reel,1414,1755622466.974409,TCP,good,0.0,0,0
non-reel,1414,1755622466.974409,TCP,good,0.0,0,0
non-reel,54,1755622467.003713,TCP,good,0.0,0,0
non-reel,1414,1755622467.003752,TCP,good,0.0,0,0
non-reel,1414,1755622467.003752,TCP,good,0.0,0,0
non-reel,54,1755622467.006291,TCP,good,0.0,0,0
non-reel,54,1755622467.006291,TCP,good,0.0,0,0
non-reel,1414,1755622467.006325,TCP,good,0.0,0,0
non-reel,1414,1755622467.006325,TCP,good,0.0,0,0
non-reel,1414,1755622467.006325,TCP,good,0.0,0,0
non-reel,1414,1755622467.006325,TCP,good,0.0,0,0
non-reel,54,1755622467.010478,TCP,good,0.0,0,0
non-reel,1414,1755622467.010537,TCP,good,0.0,0,0
non-reel,1414,1755622467.010537,TCP,good,0.0,0,0
non-reel,54,1755622467.013865,TCP,good,0.0,0,0
non-reel,1414,1755622467.013893,TCP,good,0.0,0,0
non-reel,1414,1755622467.013893,TCP,good,0.0,0,0
non-reel,89,1755622467.018275,UDP,good,1.0,0,0
non-reel,54,1755622467.021845,TCP,good,0.0,0,0
non-reel,89,1755622467.021845,UDP,good,1.0,0,0
non-reel,1414,1755622467.021883,TCP,good,0.0,0,0
non-reel,1414,1755622467.021883,TCP,good,0.0,0,0
non-reel,54,1755622467.026332,TCP,good,0.0,0,0
non-reel,54,1755622467.026332,TCP,good,0.0,0,0
non-reel,1414,1755622467.026371,TCP,good,0.0,0,0
non-reel,1414,1755622467.026371,TCP,good,0.0,0,0
non-reel,1414,1755622467.026371,TCP,good,0.0,0,0
non-reel,1414,1755622467.026371,TCP,good,0.0,0,0
non-reel,54,1755622467.051108,TCP,good,0.0,0,0
non-reel,90,1755622467.051108,UDP,good,1.0,0,0
non-reel,1414,1755622467.051147,TCP,good,0.0,0,0
non-reel,1414,1755622467.051147,TCP,good,0.0,0,0
non-reel,1414,1755622467.051147,TCP,good,0.0,0,0
non-reel,54,1755622467.054496,TCP,good,0.0,0,0
non-reel,1414,1755622467.054521,TCP,good,0.0,0,0
non-reel,54,1755622467.066918,TCP,good,0.0,0,0
non-reel,88,1755622467.066918,UDP,good,1.0,0,0
non-reel,1414,1755622467.066957,TCP,good,0.0,0,0
non-reel,1414,1755622467.066957,TCP,good,0.0,0,0
non-reel,54,1755622467.083709,TCP,good,0.0,0,0
non-reel,54,1755622467.083709,TCP,good,0.0,0,0
non-reel,1414,1755622467.083755,TCP,good,0.0,0,0
non-reel,1414,1755622467.083755,TCP,good,0.0,0,0
non-reel,1414,1755622467.083755,TCP,good,0.0,0,0
non-reel,1414,1755622467.083755,TCP,good,0.0,0,0
non-reel,54,1755622467.090051,TCP,good,0.0,0,0
non-reel,54,1755622467.090051,TCP,good,0.0,0,0
non-reel,1414,1755622467.090109,TCP,good,0.0,0,0
non-reel,1414,1755622467.090109,TCP,good,0.0,0,0
non-reel,1414,1755622467.090109,TCP,good,0.0,0,0
non-reel,1414,1755622467.090109,TCP,good,0.0,0,0
non-reel,1414,1755622467.090109,TCP,good,0.0,0,0
non-reel,1414,1755622467.090109,TCP,good,0.0,0,0
non-reel,1414,1755622467.090109,TCP,good,0.0,0,0
non-reel,54,1755622467.107704,TCP,good,0.0,0,0
non-reel,1414,1755622467.107742,TCP,good,0.0,0,0
non-reel,1414,1755622467.107742,TCP,good,0.0,0,0
non-reel,54,1755622467.116284,TCP,good,0.0,0,0
non-reel,1414,1755622467.116318,TCP,good,0.0,0,0
non-reel,1414,1755622467.116318,TCP,good,0.0,0,0
non-reel,54,1755622467.132167,TCP,good,0.0,0,0
non-reel,1414,1755622467.132203,TCP,good,0.0,0,0
non-reel,1414,1755622467.132203,TCP,good,0.0,0,0
non-reel,54,1755622467.152889,TCP,good,0.0,0,0
non-reel,1414,1755622467.152927,TCP,good,0.0,0,0
non-reel,1414,1755622467.152927,TCP,good,0.0,0,0
non-reel,86,1755622467.156417,TCP,good,0.0,0,0
non-reel,66,1755622467.163163,TCP,good,0.0,0,0
non-reel,66,1755622467.163163,TCP,good,0.0,0,0
non-reel,66,1755622467.163163,TCP,good,0.0,0,0
non-reel,66,1755622467.163163,TCP,good,0.0,0,0
non-reel,66,1755622467.163163,TCP,good,0.0,0,0
non-reel,1414,1755622467.163208,TCP,good,0.0,0,0
non-reel,1414,1755622467.163232,TCP,good,0.0,0,0
non-reel,66,1755622467.17039,TCP,good,0.0,0,0
non-reel,66,1755622467.17039,TCP,good,0.0,0,0
non-reel,66,1755622467.17039,TCP,good,0.0,0,0
non-reel,1414,1755622467.170431,TCP,good,0.0,0,0
non-reel,54,1755622467.173804,TCP,good,0.0,0,0
non-reel,54,1755622467.173804,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,1414,1755622467.173855,TCP,good,0.0,0,0
non-reel,54,1755622467.184565,TCP,good,0.0,0,0
non-reel,54,1755622467.184565,TCP,good,0.0,0,0
non-reel,1414,1755622467.184618,TCP,good,0.0,0,0
non-reel,1414,1755622467.184618,TCP,good,0.0,0,0
non-reel,1414,1755622467.184618,TCP,good,0.0,0,0
non-reel,1414,1755622467.184618,TCP,good,0.0,0,0
non-reel,54,1755622467.202715,TCP,good,0.0,0,0
non-reel,1414,1755622467.202753,TCP,good,0.0,0,0
non-reel,1414,1755622467.202753,TCP,good,0.0,0,0
non-reel,54,1755622467.202796,TCP,good,0.0,0,0
non-reel,1414,1755622467.202802,TCP,good,0.0,0,0
non-reel,1414,1755622467.202802,TCP,good,0.0,0,0
non-reel,54,1755622467.205323,TCP,good,0.0,0,0
non-reel,1414,1755622467.205371,TCP,good,0.0,0,0
non-reel,1414,1755622467.205371,TCP,good,0.0,0,0
non-reel,54,1755622467.217409,TCP,good,0.0,0,0
non-reel,1414,1755622467.217463,TCP,good,0.0,0,0
non-reel,1414,1755622467.217463,TCP,good,0.0,0,0
non-reel,54,1755622467.229938,TCP,good,0.0,0,0
non-reel,54,1755622467.229938,TCP,good,0.0,0,0
non-reel,54,1755622467.229938,TCP,good,0.0,0,0
non-reel,54,1755622467.229938,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,1414,1755622467.229979,TCP,good,0.0,0,0
non-reel,54,1755622467.232493,TCP,good,0.0,0,0
non-reel,1414,1755622467.232528,TCP,good,0.0,0,0
non-reel,1414,1755622467.232528,TCP,good,0.0,0,0
non-reel,1414,1755622467.232528,TCP,good,0.0,0,0
non-reel,54,1755622467.236204,TCP,good,0.0,0,0
non-reel,1414,1755622467.236227,TCP,good,0.0,0,0
non-reel,1414,1755622467.236227,TCP,good,0.0,0,0
non-reel,54,1755622467.240399,TCP,good,0.0,0,0
non-reel,1414,1755622467.240439,TCP,good,0.0,0,0
non-reel,1414,1755622467.240439,TCP,good,0.0,0,0
non-reel,54,1755622467.246583,TCP,good,0.0,0,0
non-reel,1414,1755622467.246618,TCP,good,0.0,0,0
non-reel,1414,1755622467.246618,TCP,good,0.0,0,0
non-reel,54,1755622467.285064,TCP,good,0.0,0,0
non-reel,1414,1755622467.285242,TCP,good,0.0,0,0
non-reel,1414,1755622467.285242,TCP,good,0.0,0,0
non-reel,54,1755622467.296488,TCP,good,0.0,0,0
non-reel,54,1755622467.296488,TCP,good,0.0,0,0
non-reel,54,1755622467.296488,TCP,good,0.0,0,0
non-reel,54,1755622467.296488,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,1414,1755622467.296545,TCP,good,0.0,0,0
non-reel,54,1755622467.31696,TCP,good,0.0,0,0
non-reel,54,1755622467.31696,TCP,good,0.0,0,0
non-reel,1414,1755622467.317123,TCP,good,0.0,0,0
non-reel,1414,1755622467.317123,TCP,good,0.0,0,0
non-reel,1414,1755622467.317123,TCP,good,0.0,0,0
non-reel,1414,1755622467.317123,TCP,good,0.0,0,0
non-reel,54,1755622467.324113,TCP,good,0.0,0,0
non-reel,54,1755622467.324113,TCP,good,0.0,0,0
non-reel,54,1755622467.324113,TCP,good,0.0,0,0
non-reel,1414,1755622467.324225,TCP,good,0.0,0,0
non-reel,1414,1755622467.324225,TCP,good,0.0,0,0
non-reel,1414,1755622467.324225,TCP,good,0.0,0,0
non-reel,1414,1755622467.324225,TCP,good,0.0,0,0
non-reel,1414,1755622467.324225,TCP,good,0.0,0,0
non-reel,1414,1755622467.324225,TCP,good,0.0,0,0
non-reel,54,1755622467.336331,TCP,good,0.0,0,0
non-reel,1414,1755622467.336384,TCP,good,0.0,0,0
non-reel,1414,1755622467.336384,TCP,good,0.0,0,0
non-reel,54,1755622467.363384,TCP,good,0.0,0,0
non-reel,1414,1755622467.363431,TCP,good,0.0,0,0
non-reel,1414,1755622467.363431,TCP,good,0.0,0,0
non-reel,54,1755622467.3705,TCP,good,0.0,0,0
non-reel,54,1755622467.3705,TCP,good,0.0,0,0
non-reel,54,1755622467.3705,TCP,good,0.0,0,0
non-reel,1414,1755622467.37062,TCP,good,0.0,0,0
non-reel,1414,1755622467.37062,TCP,good,0.0,0,0
non-reel,1414,1755622467.37062,TCP,good,0.0,0,0
non-reel,1414,1755622467.37062,TCP,good,0.0,0,0
non-reel,1414,1755622467.37062,TCP,good,0.0,0,0
non-reel,1414,1755622467.37062,TCP,good,0.0,0,0
non-reel,66,1755622467.391555,TCP,good,0.0,0,0
non-reel,66,1755622467.391555,TCP,good,0.0,0,0
non-reel,66,1755622467.391555,TCP,good,0.0,0,0
non-reel,66,1755622467.391555,TCP,good,0.0,0,0
non-reel,54,1755622467.391555,TCP,good,0.0,0,0
non-reel,1414,1755622467.391607,TCP,good,0.0,0,0
non-reel,1414,1755622467.39164,TCP,good,0.0,0,0
non-reel,1414,1755622467.39164,TCP,good,0.0,0,0
non-reel,1414,1755622467.39164,TCP,good,0.0,0,0
non-reel,1414,1755622467.39164,TCP,good,0.0,0,0
non-reel,1414,1755622467.39164,TCP,good,0.0,0,0
non-reel,1414,1755622467.39164,TCP,good,0.0,0,0
non-reel,54,1755622467.401615,TCP,good,0.0,0,0
non-reel,1414,1755622467.401704,TCP,good,0.0,0,0
non-reel,54,1755622467.413567,TCP,good,0.0,0,0
non-reel,1414,1755622467.413697,TCP,good,0.0,0,0
non-reel,1414,1755622467.413697,TCP,good,0.0,0,0
non-reel,54,1755622467.426587,TCP,good,0.0,0,0
non-reel,1414,1755622467.426647,TCP,good,0.0,0,0
non-reel,1414,1755622467.426647,TCP,good,0.0,0,0
non-reel,54,1755622467.429154,TCP,good,0.0,0,0
non-reel,54,1755622467.436083,TCP,good,0.0,0,0
non-reel,1414,1755622467.436134,TCP,good,0.0,0,0
non-reel,1414,1755622467.436134,TCP,good,0.0,0,0
non-reel,54,1755622467.450913,TCP,good,0.0,0,0
non-reel,1414,1755622467.450965,TCP,good,0.0,0,0
non-reel,1414,1755622467.450965,TCP,good,0.0,0,0
non-reel,54,1755622467.486017,TCP,good,0.0,0,0
non-reel,54,1755622467.486017,TCP,good,0.0,0,0
non-reel,54,1755622467.486017,TCP,good,0.0,0,0
non-reel,54,1755622467.486017,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,1414,1755622467.486141,TCP,good,0.0,0,0
non-reel,54,1755622467.492671,TCP,good,0.0,0,0
non-reel,1414,1755622467.492711,TCP,good,0.0,0,0
non-reel,1414,1755622467.492711,TCP,good,0.0,0,0
non-reel,54,1755622467.496873,TCP,good,0.0,0,0
non-reel,1414,1755622467.49691,TCP,good,0.0,0,0
non-reel,1414,1755622467.49691,TCP,good,0.0,0,0
non-reel,54,1755622467.501172,TCP,good,0.0,0,0
non-reel,1414,1755622467.50121,TCP,good,0.0,0,0
non-reel,1414,1755622467.50121,TCP,good,0.0,0,0
non-reel,66,1755622467.522115,TCP,good,0.0,0,0
non-reel,66,1755622467.522115,TCP,good,0.0,0,0
non-reel,66,1755622467.522115,TCP,good,0.0,0,0
non-reel,1414,1755622467.522157,TCP,good,0.0,0,0
non-reel,1414,1755622467.522176,TCP,good,0.0,0,0
non-reel,66,1755622467.526467,TCP,good,0.0,0,0
non-reel,66,1755622467.529637,TCP,good,0.0,0,0
non-reel,66,1755622467.529637,TCP,good,0.0,0,0
non-reel,1414,1755622467.529675,TCP,good,0.0,0,0
non-reel,66,1755622467.533196,TCP,good,0.0,0,0
non-reel,1414,1755622467.533224,TCP,good,0.0,0,0
non-reel,66,1755622467.536068,TCP,good,0.0,0,0
non-reel,66,1755622467.536068,TCP,good,0.0,0,0
non-reel,66,1755622467.539694,TCP,good,0.0,0,0
non-reel,1414,1755622467.539722,TCP,good,0.0,0,0
non-reel,66,1755622467.544376,TCP,good,0.0,0,0
non-reel,66,1755622467.544376,TCP,good,0.0,0,0
non-reel,54,1755622467.594338,TCP,good,0.0,0,0
non-reel,54,1755622467.594338,TCP,good,0.0,0,0
non-reel,54,1755622467.594338,TCP,good,0.0,0,0
non-reel,66,1755622467.594338,TCP,good,0.0,0,0
non-reel,66,1755622467.594338,TCP,good,0.0,0,0
non-reel,66,1755622467.594338,TCP,good,0.0,0,0
non-reel,66,1755622467.594338,TCP,good,0.0,0,0
non-reel,66,1755622467.594338,TCP,good,0.0,0,0
non-reel,54,1755622467.594338,TCP,good,0.0,0,0
non-reel,54,1755622467.594338,TCP,good,0.0,0,0
non-reel,54,1755622467.594338,TCP,good,0.0,0,0
non-reel,1414,1755622467.594399,TCP,good,0.0,0,0
non-reel,1414,1755622467.594417,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,1414,1755622467.594445,TCP,good,0.0,0,0
non-reel,54,1755622467.616241,TCP,good,0.0,0,0
non-reel,1414,1755622467.616288,TCP,good,0.0,0,0
non-reel,1414,1755622467.616288,TCP,good,0.0,0,0
non-reel,54,1755622467.624217,TCP,good,0.0,0,0
non-reel,54,1755622467.624217,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,1414,1755622467.624285,TCP,good,0.0,0,0
non-reel,54,1755622467.631272,TCP,good,0.0,0,0
non-reel,1414,1755622467.631321,TCP,good,0.0,0,0
non-reel,1414,1755622467.631321,TCP,good,0.0,0,0
non-reel,54,1755622467.633808,TCP,good,0.0,0,0
non-reel,1414,1755622467.633857,TCP,good,0.0,0,0
non-reel,1414,1755622467.633857,TCP,good,0.0,0,0
non-reel,66,1755622467.657997,TCP,good,0.0,0,0
non-reel,66,1755622467.657997,TCP,good,0.0,0,0
non-reel,1414,1755622467.658039,TCP,good,0.0,0,0
non-reel,54,1755622467.664318,TCP,good,0.0,0,0
non-reel,54,1755622467.664318,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,1414,1755622467.664366,TCP,good,0.0,0,0
non-reel,54,1755622467.669683,TCP,good,0.0,0,0
non-reel,1414,1755622467.66972,TCP,good,0.0,0,0
non-reel,1414,1755622467.66972,TCP,good,0.0,0,0
non-reel,54,1755622467.677363,TCP,good,0.0,0,0
non-reel,1414,1755622467.6774,TCP,good,0.0,0,0
non-reel,1414,1755622467.6774,TCP,good,0.0,0,0
non-reel,54,1755622467.679692,TCP,good,0.0,0,0
non-reel,54,1755622467.679692,TCP,good,0.0,0,0
non-reel,1414,1755622467.679716,TCP,good,0.0,0,0
non-reel,1414,1755622467.679716,TCP,good,0.0,0,0
non-reel,1414,1755622467.679716,TCP,good,0.0,0,0
non-reel,1414,1755622467.679716,TCP,good,0.0,0,0
non-reel,1414,1755622467.679716,TCP,good,0.0,0,0
non-reel,54,1755622467.683979,TCP,good,0.0,0,0
non-reel,1414,1755622467.684031,TCP,good,0.0,0,0
non-reel,54,1755622467.717645,TCP,good,0.0,0,0
non-reel,1414,1755622467.71769,TCP,good,0.0,0,0
non-reel,1414,1755622467.71769,TCP,good,0.0,0,0
non-reel,54,1755622467.729859,TCP,good,0.0,0,0
non-reel,1414,1755622467.729893,TCP,good,0.0,0,0
non-reel,1414,1755622467.729893,TCP,good,0.0,0,0
non-reel,54,1755622467.755921,TCP,good,0.0,0,0
non-reel,1414,1755622467.755957,TCP,good,0.0,0,0
non-reel,1414,1755622467.755957,TCP,good,0.0,0,0
non-reel,54,1755622467.760379,TCP,good,0.0,0,0
non-reel,1414,1755622467.76041,TCP,good,0.0,0,0
non-reel,1414,1755622467.76041,TCP,good,0.0,0,0
non-reel,54,1755622467.771346,TCP,good,0.0,0,0
non-reel,1414,1755622467.771384,TCP,good,0.0,0,0
non-reel,1414,1755622467.771384,TCP,good,0.0,0,0
non-reel,54,1755622467.781298,TCP,good,0.0,0,0
non-reel,1414,1755622467.781334,TCP,good,0.0,0,0
non-reel,1414,1755622467.781334,TCP,good,0.0,0,0
non-reel,66,1755622467.787785,TCP,good,0.0,0,0
non-reel,66,1755622467.787785,TCP,good,0.0,0,0
non-reel,66,1755622467.787785,TCP,good,0.0,0,0
non-reel,66,1755622467.787785,TCP,good,0.0,0,0
non-reel,1414,1755622467.787821,TCP,good,0.0,0,0
non-reel,1414,1755622467.787842,TCP,good,0.0,0,0
non-reel,66,1755622467.792406,TCP,good,0.0,0,0
non-reel,66,1755622467.792406,TCP,good,0.0,0,0
non-reel,1414,1755622467.792446,TCP,good,0.0,0,0
non-reel,66,1755622467.796983,TCP,good,0.0,0,0
non-reel,66,1755622467.804436,TCP,good,0.0,0,0
non-reel,66,1755622467.804436,TCP,good,0.0,0,0
non-reel,1414,1755622467.804479,TCP,good,0.0,0,0
non-reel,66,1755622467.810888,TCP,good,0.0,0,0
non-reel,1414,1755622467.810925,TCP,good,0.0,0,0
